Query	Statistic	P-value	FDR (BH)	Event_SD	Event_TD
EPM2A	0.581366941468724	1.56231121170804e-08	2.2889322089736e-07	80	80
EPN1	-0.598371926414444	4.57985417321465e-09	7.66273462565486e-08	80	80
EPN2	-0.168402274550041	0.135380532555631	0.214866441381214	80	80
EPN3	-0.281631312383151	0.0113805143088867	0.0268960221565388	80	79
EPOR	-0.160244432910661	0.15563500724809	0.240371534014955	80	80
EPO	0.157545889928521	0.162808272085811	0.249354412245347	80	64
EPPK1	-0.30358667542534	0.00618975591097681	0.0159280880095857	80	80
EPR1	-0.396376638108878	0.000272855012136938	0.00109607130465935	80	80
EPRS	0.155406520041434	0.16866668993251	0.2566678431798	80	80
EPS15L1	-0.0849592751050535	0.453679171848537	0.563147231210607	80	80
EPS15	0.60308953565889	3.21694594425853e-09	5.5978866302271e-08	80	80
EPS8L1	-0.341516828561899	0.00193306576656538	0.0058984139357648	80	80
EPS8L2	-0.601386712338661	3.65682213800834e-09	6.26302838855562e-08	80	80
EPS8L3	-0.15713691431034	0.163916406911836	0.25076581953763	80	78
EPS8	0.0027964497298684	0.980359188358633	0.986715657135105	80	80
EPSTI1	-0.000653397571333765	0.995410444787684	0.996837483467427	80	80
EPT1	-0.0749229880464291	0.508924044439213	0.615701452662	80	80
EPX	0.252664613630592	0.0237495972863053	0.0503542952111486	80	61
EPYC	-0.0350729168259119	0.757428372883574	0.825276672343035	80	74
ERAL1	-0.472544797489504	9.61079058424951e-06	6.03265253649988e-05	80	80
ERAP1	0.305406782136109	0.00587285189248828	0.0152374867506523	80	80
ERAP2	0.198591041766462	0.0774074004420661	0.135858878790952	80	80
ERAS	-0.20224672949821	0.0719995102931818	0.128021674711304	80	60
ERBB2IP	0.193021108445585	0.0862657046553307	0.148658230603843	80	80
ERBB2	-0.381932264421471	0.000472529647227471	0.00175473844126108	80	80
ERBB3	-0.158617278495578	0.159931588132619	0.245668886537807	80	80
ERBB4	0.493526968669125	3.29377258986264e-06	2.38780200463764e-05	80	80
ERC1	0.472093165966602	9.82734924302605e-06	6.14295697808714e-05	80	80
ERC2	0.298294858836506	0.00719851354780118	0.0181400871356754	80	80
ERCC1	-0.0947867845892408	0.40296311353904	0.512988514560667	80	80
ERCC2	-0.278886916806493	0.0122417374903947	0.0286406870304581	80	80
ERCC3	-0.128252058456716	0.25689658709954	0.359673611100923	80	80
ERCC4	0.593100203563548	6.75099358735017e-09	1.0858773320311e-07	80	80
ERCC5	-0.170821804896093	0.129775145662203	0.207680582065703	80	80
ERCC6L	-0.316730327008559	0.00420413698597802	0.0114732405900299	80	80
ERCC6	0.277696938585487	0.0126324223672903	0.0294385260433492	80	80
ERCC8	0.278320948513101	0.0124262231742366	0.029027170555941	80	80
EREG	-0.139990125107184	0.215526077596877	0.312437194629495	80	79
ERF	-0.296946782562453	0.00747755285732608	0.0187552521590717	80	80
ERGIC1	-0.0494437220041226	0.66316726288336	0.749242634862271	80	80
ERGIC2	0.00168250938708143	0.98818218043197	0.991986002210475	80	80
ERGIC3	-0.437100245844942	5.03667303722889e-05	0.000256542788572447	80	80
ERG	0.829040854086172	2.20293867860388e-21	1.72349110459253e-18	80	80
ERH	-0.366745809467995	0.000819721911815764	0.00280492317585803	80	80
ERI1	0.0822479986055917	0.468267622764613	0.576971553083851	80	80
ERI2	-0.286524830554469	0.009975168915687	0.0239774276541627	80	80
ERI3	-0.245469617414999	0.0281859246522499	0.0582019109241297	80	80
ERICH1	0.0523731657116206	0.64452302250555	0.734029684242812	80	80
ERLEC1	0.291350275598809	0.00874024869725262	0.0214384906282373	80	80
ERLIN1	-0.0211456854311016	0.85230605470926	0.897149932242955	80	80
ERLIN2	0.209121079130193	0.0626540570389959	0.113953012983608	80	80
ERMAP	0.324315488469055	0.0033367603793595	0.00941756078786328	80	80
ERMN	0.211822946398437	0.0592614646140801	0.108804560817309	80	80
ERMP1	0.0285090196341767	0.801790737790735	0.860054022181035	80	80
ERN1	0.403785428230733	0.000203853549599915	0.000856167398888715	80	80
ERN2	-0.0623879111210192	0.582478426961428	0.680851942445382	80	77
ERO1LB	0.503137128585995	1.96880197102397e-06	1.53969603163766e-05	80	80
ERO1L	-0.261287746815119	0.0192283790758793	0.0421245370010219	80	80
ERP27	0.169799450845643	0.132121708749287	0.210694537417637	80	80
ERP29	0.0201862507558265	0.858936762516722	0.902010423520246	80	80
ERP44	-0.0378083908408688	0.739160447296219	0.810701462943238	80	80
ERRFI1	-0.131320790470612	0.24559337822066	0.347027950051863	80	80
ERVFRDE1	0.654804240678046	4.43710478183455e-11	1.33721621614641e-09	80	78
ESAM	0.401666986870212	0.000221729621663392	0.00092057093400855	80	80
ESCO1	-0.140781695014591	0.212916386363051	0.309416123105351	80	80
ESCO2	-0.223662340417578	0.0461133385665694	0.0879074843102857	80	80
ESD	0.0697418094646025	0.538738738975226	0.642707593511219	80	80
ESF1	0.2375288899925	0.0338754965830266	0.0680956667695188	80	80
ESM1	-0.0624769968826324	0.581938976329287	0.680384030009237	80	80
ESPL1	-0.389458932273754	0.000356051349829682	0.00138147358685157	80	80
ESPNL	0.114756838656354	0.310766282462121	0.418527695288619	80	80
ESPNP	-0.468143321139508	1.19258681727967e-05	7.31216475209185e-05	80	71
ESPN	-0.497541279081831	2.6617205722372e-06	1.98477288114325e-05	80	80
ESR1	0.795757599236931	1.15340105965664e-18	3.95778444312705e-16	80	80
ESR2	0.174711481286097	0.121136558395884	0.19657504814067	80	80
ESRP1	-0.313862385430783	0.00458106072668162	0.0123417309577363	80	80
ESRP2	-0.520568948632381	7.43044320248565e-07	6.59401264053616e-06	80	80
ESRRA	-0.569133986754845	3.61981351272067e-08	4.78701369136603e-07	80	80
ESRRB	0.230960672876584	0.0392820170292389	0.0770242577518681	80	76
ESRRG	0.319455568004559	0.00387179138085804	0.0107006312870146	80	80
ESX1	-0.0887112972669977	0.433912177318863	0.544205724666857	80	15
ESYT1	0.387507681820197	0.000383406847147206	0.00147184583382771	80	80
ESYT2	0.119625668584733	0.290545455963008	0.396814368632112	80	80
ESYT3	-0.316630268885669	0.00421680797547213	0.0115038624360287	80	80
ETAA1	0.0806475756329369	0.476997050402067	0.585102381242816	80	80
ETF1	0.235469868960588	0.035498810097827	0.0707048092365987	80	80
ETFA	-0.27215172810954	0.0145990339665974	0.0333577693169016	80	80
ETFB	-0.474153362219001	8.87524344727115e-06	5.62328754730082e-05	80	80
ETFDH	0.308536463497387	0.00536134927779986	0.0141077129724859	80	80
ETHE1	-0.5157314559722	9.79075751478072e-07	8.4360099661496e-06	80	80
ETNK1	-0.0824056194844171	0.46741260595842	0.576281086733531	80	80
ETNK2	0.223321409185361	0.0464550443094046	0.0885157536919284	80	80
ETS1	0.618175683476952	9.99279643063417e-10	2.00460620909511e-08	80	80
ETS2	0.166528731626964	0.13984555774255	0.220601602055532	80	80
ETV1	0.27742719096606	0.0127224737791114	0.0296166227857225	80	80
ETV2	-0.194950358120578	0.0831108099639356	0.144242601764152	80	80
ETV3L	0.379673777612581	0.000513740246734702	0.00188275163685292	80	75
ETV3	0.315617134612932	0.00434703338517776	0.0118071970532831	80	80
ETV4	-0.573414963398943	2.70815075287661e-08	3.72232751760462e-07	80	80
ETV5	0.177945123682922	0.114296654087678	0.187371407032176	80	80
ETV6	-0.176340020086484	0.117653587339003	0.191909475003215	80	80
ETV7	-0.150923155942416	0.181444365606773	0.272048320958442	80	80
EVC2	0.621902525166624	7.41418683467705e-10	1.55757463710885e-08	80	80
EVC	0.631914239661598	3.26007389231286e-10	7.53709045623489e-09	80	80
EVI2A	0.669977370434615	1.07380464251992e-11	3.92570934636396e-10	80	80
EVI2B	0.662545473684837	2.17350423589424e-11	7.28827083335436e-10	80	80
EVI5L	-0.226736414373263	0.0431250271389595	0.0832740059049174	80	80
EVI5	0.332184230157717	0.00260934194765619	0.00763151888652523	80	80
EVL	0.575134804322571	2.40735443214983e-08	3.36324609560132e-07	80	80
EVPLL	-0.324106447303163	0.00335833901159906	0.00946344226017374	80	73
EVPL	-0.400834875936214	0.000229137617281713	0.000945307457585535	80	80
EVX1	-0.293070580471362	0.00833357284111147	0.0205777491729957	80	40
EWSR1	-0.144398725153068	0.201276278908569	0.295850081853262	80	80
EXD1	-0.216170617375173	0.0541173306578639	0.100759721117293	80	37
EXD2	0.274937287450173	0.0135803379352583	0.0313413368348928	80	80
EXD3	-0.526752088710985	5.1899826973621e-07	4.83615395796596e-06	80	80
EXO1	-0.367182352865081	0.000807142122615422	0.00276914449679618	80	80
EXOC1	-0.268241796819734	0.0161399960469536	0.0362728004920563	80	80
EXOC2	0.644866907145216	1.07661507471756e-10	2.85719324917243e-09	80	80
EXOC3L2	0.170355728153177	0.130840944684538	0.209080804491186	80	80
EXOC3L	-0.00320802831336231	0.977469179222894	0.984519830710649	80	80
EXOC3	-0.0994171918603871	0.380271656845156	0.490648020069557	80	80
EXOC4	0.0478667928706824	0.673289812171579	0.757651037727782	80	80
EXOC5	0.490129883399822	3.93629230573303e-06	2.77841722150243e-05	80	80
EXOC6B	0.248659182725375	0.0261396740790044	0.0545816040686717	80	80
EXOC6	0.175016996585125	0.120477192987986	0.19566664598954	80	80
EXOC7	-0.11173266524021	0.323773659751774	0.431883729241829	80	80
EXOC8	0.260563017091306	0.0195776211473014	0.0427794315741335	80	80
EXOG	0.276771633839567	0.0129436477534104	0.0300528022802653	80	80
EXOSC10	-0.0751269159375664	0.507768152104226	0.614645208999044	80	80
EXOSC1	-0.356019668855975	0.00119063410821995	0.0038761006196195	80	80
EXOSC2	-0.226536982161318	0.0433139012444433	0.0835315119739763	80	80
EXOSC3	-0.234701098832255	0.0361213565517783	0.0717256459691606	80	80
EXOSC4	-0.572098205985293	2.96226421666653e-08	4.02353651484588e-07	80	80
EXOSC5	-0.475234463060308	8.41089026693638e-06	5.37083260630129e-05	80	80
EXOSC6	-0.0973973477012737	0.390073688975659	0.500291887388519	80	80
EXOSC7	-0.502581535274535	2.02912398245565e-06	1.57428147452796e-05	80	80
EXOSC8	-0.311424464280624	0.0049247573684413	0.0131373880754696	80	80
EXOSC9	-0.146491135640116	0.194754167064081	0.288263773891471	80	80
EXPH5	-0.214628351331845	0.0558986174729013	0.103541262250699	80	80
EXT1	-0.158818861009038	0.159394577010515	0.245098766433157	80	80
EXT2	0.147361066343678	0.192087798351422	0.285097084462486	80	80
EXTL1	0.294770028846681	0.00794822138133853	0.0197785320607634	80	80
EXTL2	0.398881850747383	0.000247428027217292	0.00100821766340479	80	80
EXTL3	0.337835687992658	0.00217826406650027	0.0065341232192596	80	80
EYA1	0.0748713248306101	0.509217093409912	0.615789361320914	80	78
EYA2	0.0369501632631697	0.744876844995227	0.815462118619816	80	80
EYA3	0.270933615297568	0.0150648622373077	0.0341825569024944	80	80
EYA4	0.426095338419451	8.12379994872275e-05	0.00038599650789376	80	80
EYS	0.3706119524219	0.000714259425077018	0.00248712837726213	80	80
EZH1	0.309678556466152	0.00518475757775333	0.0137094326704444	80	80
EZH2	-0.41536496342221	0.000127475068418626	0.000571199281374548	80	80
EZR	-0.31572065615729	0.0043335649847233	0.0117755206357603	80	80
F10	0.449026932592498	2.94390782323103e-05	0.00016034286300041	80	80
F11R	-0.393378573140707	0.000306431591104343	0.00120982952975572	80	80
F11	0.291284350651828	0.00875617326086432	0.0214721655979495	80	75
F12	-0.662892432313715	2.10404983775179e-11	7.10761844155221e-10	80	80
F13A1	0.663932938389144	1.90829761518247e-11	6.49119879223546e-10	80	80
F13B	-0.0722987331608612	0.523918444821664	0.629210417675729	80	14
F2RL1	-0.151359292725426	0.180171295743755	0.270616677426824	80	80
F2RL2	0.406487450778708	0.000182979356116156	0.000779715299842242	80	80
F2RL3	0.353748102581185	0.0012864677657052	0.0041439431866647	80	80
F2R	0.626382129134923	5.15200594621113e-10	1.12429498172046e-08	80	80
F2	-0.142599397800283	0.207008554426886	0.30260689955422	80	49
F3	-0.0367457852395052	0.746240193101746	0.81646655157285	80	80
F5	0.0969363411531041	0.392331819699848	0.502501287042078	80	80
F7	0.170848225462112	0.129714927087565	0.207669170737962	80	77
F8A1	-0.366933371718062	0.000814295273364846	0.00279025950450999	80	80
F8	0.680984587070427	3.63858929042928e-12	1.52719244488211e-10	80	80
F9	-0.230847084363418	0.0393814913166136	0.0772038276698051	80	10
FA2H	-0.322544979739399	0.003523505202781	0.00986490670787197	80	80
FAAH2	-0.198479440568274	0.0775774609263877	0.136132922865532	80	80
FAAH	-0.357422057230039	0.00113474683413851	0.00371705130278264	80	80
FABP12	0.0409301652691028	0.718488267679453	0.79386668033307	80	5
FABP1	-0.0766571463227907	0.499137892988511	0.606758151457004	80	65
FABP2	0.0387154426242393	0.733134177731029	0.805537407013156	80	61
FABP3	0.321816372857955	0.00360302502920908	0.010047272105261	80	80
FABP4	0.720419526145423	4.96049871539693e-14	3.67509069600184e-12	80	80
FABP5L3	0.00350704959947747	0.975369701015319	0.983269078977335	80	51
FABP5	0.0770290817065971	0.497051842217852	0.604968076038517	80	80
FABP6	-0.329871187677419	0.00280679534974043	0.00812400878666432	80	64
FABP7	0.00309278214232625	0.978278383412359	0.985229746210923	80	54
FADD	-0.405292015093669	0.000191958805019267	0.000811613114434035	80	80
FADS1	0.328947573549654	0.00288930649708895	0.00833018068640371	80	80
FADS2	0.23576966397475	0.0352584825865801	0.0703192271755807	80	80
FADS3	0.123193712824021	0.27629086767916	0.38133588804629	80	80
FADS6	-0.00486584607298891	0.965831684645882	0.977526619404337	80	44
FAF1	-0.367223473669076	0.000805966250712489	0.00276608069796202	80	80
FAF2	0.0164754398771397	0.884670297456319	0.920631356634644	80	80
FAHD1	-0.368800942411385	0.000762017424465992	0.00263466480557368	80	80
FAHD2A	-0.0023717134425824	0.98334185247864	0.988801773308813	80	80
FAHD2B	0.0510874250807834	0.652679917136158	0.740602570010217	80	80
FAH	-0.0457480411100437	0.686982012774573	0.768554816542441	80	80
FAIM2	0.434020071757813	5.76733707020396e-05	0.000288573409455409	80	80
FAIM3	0.648602130098098	7.74498695909353e-11	2.16715593609314e-09	80	80
FAIM	-0.0188655295621588	0.868080232299311	0.90869999967032	80	80
FAM100A	-0.449400838316855	2.89381798206015e-05	0.000158056927984123	80	80
FAM100B	-0.635386327662681	2.43475679709913e-10	5.89895390041201e-09	80	80
FAM101A	-0.10310761866881	0.362750246302092	0.472260244226682	80	80
FAM101B	0.386293700419342	0.000401384434002297	0.00152885650334001	80	80
FAM102A	-0.0218503277108818	0.847442715952214	0.893455951425187	80	80
FAM102B	0.505438507667385	1.73646386622618e-06	1.38287853255366e-05	80	80
FAM103A1	-0.304832729043961	0.00597121749759028	0.0154546834769576	80	80
FAM104A	-0.311802138284541	0.00487005970599738	0.0130127729220769	80	80
FAM104B	0.0785010918696419	0.488840766402588	0.596533351014987	80	80
FAM105A	0.48709979765877	4.60706640416846e-06	3.19424359443924e-05	80	80
FAM105B	0.210588723959075	0.0607921879808555	0.11108318429723	80	80
FAM106A	0.144163070103826	0.20202049571363	0.296623292220021	80	65
FAM106C	0.224500362168065	0.0452822264716604	0.0866185885143478	80	71
FAM107A	0.711357970749988	1.41768182572154e-13	9.18160226135351e-12	80	80
FAM107B	0.0567684265312272	0.616959166813271	0.710731014818947	80	80
FAM108A1	-0.349539105190067	0.00148267917571936	0.00468644505460486	80	80
FAM108B1	0.420805778574656	0.000101633088847512	0.00046927327308038	80	80
FAM108C1	-0.527409637291412	4.99355398529966e-07	4.67763038306878e-06	80	80
FAM109A	-0.375886164869342	0.000590287196937773	0.00211726155967466	80	80
FAM109B	-0.0606655609887506	0.592952652198418	0.690119331225781	80	80
FAM10A4	0.375605643779937	0.000596351044231973	0.00213548701467103	80	80
FAM110A	-0.685705481642197	2.25457357521995e-12	9.99936611286325e-11	80	80
FAM110B	0.444200469288058	3.66734206436911e-05	0.000194073440035161	80	80
FAM110C	-0.265585172409107	0.017265268447724	0.038404570177304	80	80
FAM111A	-0.108650203547782	0.337384382517823	0.446277293810706	80	80
FAM111B	-0.222522148755096	0.0472643195069445	0.0898040436405992	80	80
FAM113A	-0.196287938570503	0.0809777917381903	0.141062043873109	80	80
FAM113B	-0.00110606113467192	0.992230951479254	0.994315256685251	80	80
FAM114A1	0.188797787120419	0.0935030356120122	0.158807387420576	80	80
FAM114A2	0.752594040316795	8.32615756634569e-16	1.10783208054528e-13	80	80
FAM115A	0.400812411947845	0.000229340727269905	0.000945828276746407	80	80
FAM115C	0.418744256468307	0.00011079307643363	0.000507019602705984	80	80
FAM116A	0.185535808306138	0.0994132450309696	0.167068322326308	80	80
FAM116B	-0.357553537554527	0.00112963102397178	0.00370277412399263	80	80
FAM117A	0.421349775269092	9.93356407354283e-05	0.000460077148270008	80	80
FAM117B	0.127666572744013	0.259092720801895	0.362022755119608	80	80
FAM118A	-0.0659583248927555	0.561039740286322	0.662883670427702	80	80
FAM118B	-0.11160748235848	0.324319478263736	0.432433340743092	80	80
FAM119A	-0.15719062658411	0.163770554415843	0.250562286750585	80	80
FAM119B	0.164374337630909	0.145116246150864	0.227302687472151	80	80
FAM120AOS	0.0523660858629113	0.644567824355466	0.734037966612435	80	80
FAM120A	-0.117539547058743	0.299100517648611	0.406398542875247	80	80
FAM120B	0.604771298709894	2.83237119571629e-09	5.02251570417179e-08	80	80
FAM120C	0.406665316269053	0.000181676916993978	0.000774671641483589	80	80
FAM122A	0.455559469741578	2.17495611572039e-05	0.000123914846103627	80	80
FAM122B	-0.113549310512576	0.315918893575595	0.423629345910124	80	80
FAM122C	0.045757242504495	0.686922327571814	0.768554816542441	80	80
FAM123A	0.349470377856758	0.00148609605705927	0.00469648614962389	80	46
FAM123B	0.338909027672236	0.00210403213973826	0.0063458388004843	80	80
FAM123C	0.353994211379519	0.00127575777411177	0.00411486581527904	80	74
FAM124A	0.654879717004867	4.40677719016647e-11	1.33218168566408e-09	80	80
FAM124B	0.566982735311725	4.18154093309284e-08	5.40049127903034e-07	80	80
FAM125A	-0.34115241972814	0.00195617901496157	0.00595871442978247	80	80
FAM125B	0.576540284333254	2.18542003503705e-08	3.07997956734123e-07	80	80
FAM126A	0.520883712230579	7.29718282031347e-07	6.49343033587403e-06	80	80
FAM126B	-0.0337151189409591	0.766546261099829	0.832521423779863	80	80
FAM127A	-0.07966220632135	0.482414836836295	0.590238445745095	80	80
FAM127B	-0.5552942364464	8.99631773969716e-08	1.05712933771861e-06	80	80
FAM127C	0.316830189721204	0.0041915245196834	0.0114420136888329	80	80
FAM128A	-0.495424532713917	2.97920413214461e-06	2.1889651998729e-05	80	80
FAM128B	-0.439250539961585	4.57863346756186e-05	0.000236476081309856	80	80
FAM129A	0.613070565932445	1.49455194140331e-09	2.84911709765178e-08	80	80
FAM129B	-0.351470175854342	0.00138952777032129	0.00443863688710013	80	80
FAM129C	0.522413665521949	6.68098041986809e-07	6.00520661912684e-06	80	75
FAM131A	-0.178814871298534	0.112508799837743	0.185014260637835	80	80
FAM131B	0.235905886132448	0.0351497322871953	0.0701452518932	80	80
FAM131C	0.144658557432792	0.200457983953115	0.294904679062729	80	80
FAM132A	-0.328526802907198	0.00292761073218739	0.00842199416250229	80	79
FAM133A	0.494168234146107	3.18413008627839e-06	2.32417533870701e-05	80	79
FAM133B	0.076837189795207	0.498127525228451	0.606011620330981	80	80
FAM134A	-0.133933863736459	0.236242004285676	0.336537316957287	80	80
FAM134B	0.241492880118319	0.0309252691500261	0.0629676597236478	80	80
FAM134C	-0.271462025220024	0.0148612354511661	0.0338461695609406	80	80
FAM135A	0.0217221814537362	0.848326744698136	0.894229199652431	80	80
FAM135B	0.472910586044173	9.43867818071275e-06	5.93795775286461e-05	80	77
FAM136A	-0.59961110454202	4.17634665560519e-09	7.05398654896217e-08	80	80
FAM136B	-0.0817595561701673	0.470922571603048	0.57933043449173	80	29
FAM138B	0.15881775076375	0.159397531010264	0.245098766433157	80	17
FAM138D	0.0847224298906322	0.454943445107988	0.564501607743903	80	4
FAM138E	-0.0223686236555858	0.843869134568716	0.890970925939516	80	6
FAM138F	0.174583463502145	0.121413668948747	0.196916648402684	80	54
FAM13AOS	-0.0792160565791671	0.484878613323582	0.592696756327476	80	80
FAM13A	0.0535299959478783	0.637219610359573	0.727916035452802	80	80
FAM13B	0.535389321875219	3.10611408366167e-07	3.11391519027876e-06	80	80
FAM13C	0.793344718799482	1.73539663013114e-18	5.4746165626992e-16	80	80
FAM149A	0.186407073287689	0.0978067675467131	0.16486197993705	80	80
FAM149B1	0.154642728254446	0.170795379557751	0.259311491525959	80	80
FAM150A	-0.31366926325873	0.00460748843391085	0.0124026790915032	80	75
FAM150B	0.28693503762202	0.00986456429090066	0.023761208493316	80	79
FAM151A	0.091409779622064	0.420002742213032	0.530413324662642	80	62
FAM151B	0.431318067583582	6.48812710002606e-05	0.000319892306401335	80	80
FAM153A	-0.116899634840028	0.301757462640001	0.409228007609029	80	79
FAM153B	-0.0767809673223321	0.498442919821536	0.606283897312775	80	75
FAM153C	0.00323969716577872	0.977246819444334	0.984497506861527	80	48
FAM154A	0.10655224844197	0.346851150453925	0.455887484156194	80	42
FAM154B	0.15659404560414	0.165395925592505	0.252693243919998	80	80
FAM155A	0.374665530443489	0.000617089731489699	0.00219767990863202	80	80
FAM155B	0.0134084853387103	0.906030486610258	0.93559211697429	80	80
FAM156A	-0.367405367234183	0.00080078357704586	0.0027497412190028	80	80
FAM157A	-0.158336707763978	0.160681253365818	0.246626746808604	80	80
FAM157B	0.0341694104133609	0.763492002227391	0.830130997300417	80	65
FAM158A	-0.537867791762912	2.67354795436167e-07	2.73350362986722e-06	80	80
FAM159A	0.512435783796999	1.17864419589547e-06	9.9067906435408e-06	80	79
FAM160A1	-0.252906744063109	0.0236112789012509	0.0500881783112327	80	80
FAM160A2	-0.345725928230007	0.00168336416784308	0.0052344864481467	80	80
FAM160B1	0.576580247011671	2.17940368386822e-08	3.07553799803597e-07	80	80
FAM160B2	-0.238095976793865	0.0334395018862894	0.0673299585540389	80	80
FAM161A	0.13655218301159	0.227122473722634	0.32611132458824	80	80
FAM161B	0.297801915027986	0.00729946703802387	0.0183532942276268	80	80
FAM162A	-0.371119116546711	0.000701382708718801	0.00244882977505017	80	80
FAM162B	0.496190942354141	2.86034971437599e-06	2.11354665899055e-05	80	80
FAM163A	0.280302523069388	0.0117906839575625	0.0277413674396685	80	80
FAM163B	0.124271006954153	0.272080528406227	0.376778749298881	80	33
FAM164A	0.0981786136507228	0.386264582376241	0.496350369009717	80	80
FAM164C	-0.0845928815434763	0.455635793036767	0.56518006637428	80	80
FAM165B	0.226107391182965	0.043723078104509	0.0842019593858462	80	80
FAM166A	-0.0187501150019175	0.868880098304756	0.909327724476576	80	45
FAM166B	0.121703096905051	0.282188061032532	0.387639823110206	80	76
FAM167A	0.295404367733322	0.00780844688012932	0.0194777977972771	80	80
FAM167B	0.212756231704358	0.0581249225773849	0.107069632764275	80	80
FAM168A	0.571298468308966	3.12750181991836e-08	4.21576899350676e-07	80	80
FAM168B	0.512266819458543	1.18984534237067e-06	9.99589505388994e-06	80	80
FAM169A	0.265278586298995	0.0173993721486239	0.0386720818016971	80	80
FAM169B	-0.112679149152909	0.319665837563967	0.427627666843145	80	75
FAM170A	-0.0436029238861238	0.700947929471905	0.779791429247146	80	34
FAM170B	0.215106982710625	0.055340754889048	0.102737272143789	80	34
FAM171A1	0.346269309503491	0.00165334477647757	0.00515671670915719	80	80
FAM171A2	0.235541306953604	0.0354414185661335	0.070613866959497	80	80
FAM171B	0.675737451096504	6.13040376877156e-12	2.42231449117986e-10	80	80
FAM172A	0.677432826032241	5.18555688018113e-12	2.08691989751981e-10	80	80
FAM173A	-0.547149810298606	1.50826517771191e-07	1.66198076680942e-06	80	80
FAM173B	0.109756842605801	0.332457059613015	0.441028732295914	80	80
FAM174A	0.0798672749143797	0.481284627279425	0.589224212879211	80	80
FAM174B	-0.0218409723920651	0.847507248124731	0.893461664748106	80	80
FAM175A	0.458061778454069	1.93363033789706e-05	0.000112258461795573	80	80
FAM175B	0.178530862967177	0.113090214554292	0.185782925119049	80	80
FAM176A	0.246582096224413	0.0274573613820167	0.0569379274036117	80	80
FAM176B	-0.256961945946605	0.0213946192876509	0.0460906882527992	80	80
FAM177A1	-0.121648260801724	0.282406588519446	0.387810887092034	80	80
FAM177B	0.103383865071123	0.361458941031046	0.47122394911864	80	80
FAM178A	0.331054390747139	0.00270417929445296	0.00786951983636445	80	80
FAM178B	-0.152175421933486	0.177806544572554	0.267908343370664	80	80
FAM179A	0.151729184936391	0.179096702033462	0.269430567244496	80	80
FAM179B	0.377274767271947	0.000561091128838276	0.00202703756722347	80	80
FAM180A	0.634802462394622	2.55790679997928e-10	6.14620382073646e-09	80	80
FAM180B	0.744948269291098	2.32351107177753e-15	2.61181339384463e-13	80	69
FAM181A	-0.0275423731982607	0.808380875970557	0.86494100399935	80	11
FAM181B	0.306129072875652	0.00575112172606058	0.0149774543707329	80	80
FAM182A	0.217574054666698	0.0525370138223843	0.0982475813511822	80	58
FAM182B	0.0896705307972041	0.428938116364372	0.539209703272773	80	80
FAM183A	0.0304294616107753	0.788739440637261	0.850251031714296	80	54
FAM183B	-0.184305266094942	0.101717254074259	0.170184457231125	80	65
FAM184A	0.540047235310433	2.34090469208921e-07	2.43024176606013e-06	80	80
FAM184B	0.116821759535215	0.302081852738998	0.409595768299622	80	37
FAM185A	-0.190106939721838	0.0912102539720596	0.155466784962049	80	80
FAM186A	-0.0339177370215883	0.765183591581255	0.831456992652098	80	80
FAM186B	0.120422524595827	0.287320640150581	0.393235534552738	80	80
FAM187B	0.278856636784649	0.012251547117059	0.0286602093125891	80	44
FAM188A	0.251080357083183	0.0246717294245976	0.0519937890114971	80	80
FAM188B	-0.0207612185380652	0.854961925319157	0.899081335331638	80	80
FAM189A1	0.187973993968166	0.0949688674025356	0.160822171214389	80	80
FAM189A2	0.0850168153933359	0.453372317085012	0.562845741618519	80	80
FAM189B	-0.581243279448526	1.57591123491196e-08	2.30540372802116e-07	80	80
FAM18A	0.532382487434335	3.71993486185582e-07	3.645200699551e-06	80	80
FAM18B2	-0.0836228498279492	0.460838388878191	0.570368793777671	80	80
FAM18B	-0.0619646721415141	0.585044433360451	0.682994154953865	80	80
FAM190A	0.00392867615071738	0.972409678447105	0.981441813341603	80	80
FAM190B	0.704148575367301	3.17790612049795e-13	1.860978018288e-11	80	80
FAM192A	-0.436088109182063	5.26669517079098e-05	0.000266868629133422	80	80
FAM193A	0.255883517873401	0.0219660263873051	0.0471296083928587	80	80
FAM193B	-0.345939499941615	0.00167150713279774	0.00520423559541403	80	80
FAM194A	-0.0176002468999005	0.87685617213189	0.914738379152362	80	64
FAM195A	-0.565737606473278	4.54353922638286e-08	5.80830612606683e-07	80	80
FAM195B	-0.165519098057384	0.142297334264976	0.223693422350801	80	80
FAM196A	0.18593129879696	0.0986814819487995	0.166093379192404	80	80
FAM196B	0.294738226979078	0.00795528629139738	0.0197935942721589	80	73
FAM198A	0.734919333452478	8.46035983639995e-15	8.03282417670615e-13	80	80
FAM198B	0.720342955067824	5.00557204257749e-14	3.69448994644427e-12	80	80
FAM199X	-0.10498121657249	0.354047709276386	0.463601737011236	80	80
FAM19A1	0.388837829618152	0.00036455827028635	0.00140972621758219	80	74
FAM19A2	0.380662005832679	0.000495319877279666	0.00182413132737959	80	79
FAM19A3	-0.00773493020799982	0.945709630081609	0.962358883904589	80	78
FAM19A4	0.38479035809691	0.000424716248793471	0.00160181741422127	80	55
FAM19A5	0.103087827805342	0.362842866676421	0.472304247925204	80	80
FAM200A	0.0738021722831223	0.51530104053716	0.621379349683497	80	80
FAM200B	0.00397525316759329	0.972082707361675	0.98116243540546	80	80
FAM20A	0.53474458569923	3.22904878808931e-07	3.21900944170432e-06	80	80
